SURVIVAL_TYPE|CANCER_GROUP_SITE|PERIOD_YEARS|SEX|YEARS_AFTER_DIAGNOSIS|AGE_GROUP_YEARS|SURVIVAL|95_CI_LOWER_BOUND|95_CI_UPPER_BOUND
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|65–69|0.592|0.57|0.612
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|70–74|0.502|0.477|0.527
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|75–79|0.432|0.402|0.461
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|80–84|0.323|0.291|0.356
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|85+|0.215|0.183|0.249
Observed|Head and neck cancer (excluding lip)|2015–2019|Males|5|All ages combined|0.599|0.59|0.607
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|15–19|0.954|0.714|0.994
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|20–24|0.875|0.725|0.946
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|25–29|0.939|0.845|0.977
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|30–34|0.961|0.898|0.986
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|35–39|0.944|0.893|0.971
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|40–44|0.941|0.909|0.962
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|45–49|0.934|0.914|0.95
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|50–54|0.922|0.906|0.935
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|55–59|0.9|0.886|0.913
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|60–64|0.877|0.863|0.89
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|65–69|0.839|0.822|0.854
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|70–74|0.822|0.803|0.84
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|75–79|0.76|0.733|0.785
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|80–84|0.733|0.698|0.766
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|85+|0.605|0.559|0.65
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|1|All ages combined|0.851|0.844|0.857
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|15–19|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|20–24|0.795|0.63|0.892
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|25–29|0.858|0.744|0.924
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|30–34|0.912|0.837|0.954
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|35–39|0.886|0.822|0.929
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|40–44|0.883|0.844|0.913
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|45–49|0.858|0.831|0.881
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|50–54|0.857|0.838|0.875
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|55–59|0.835|0.818|0.851
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|60–64|0.798|0.78|0.814
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|65–69|0.753|0.733|0.771
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|70–74|0.717|0.694|0.739
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|75–79|0.663|0.632|0.692
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|80–84|0.619|0.579|0.657
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|85+|0.529|0.477|0.58
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|2|All ages combined|0.769|0.761|0.777
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|15–19|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|20–24|0.767|0.599|0.872
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|25–29|0.841|0.723|0.912
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|30–34|0.874|0.791|0.926
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|35–39|0.865|0.796|0.912
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|40–44|0.855|0.813|0.888
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|45–49|0.818|0.788|0.844
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|50–54|0.813|0.791|0.833
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|55–59|0.782|0.763|0.8
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|60–64|0.745|0.726|0.764
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|65–69|0.702|0.681|0.721
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|70–74|0.661|0.636|0.686
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|75–79|0.608|0.575|0.639
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|80–84|0.558|0.515|0.6
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|85+|0.504|0.447|0.562
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|3|All ages combined|0.72|0.712|0.728
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|15–19|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|20–24|0.735|0.56|0.85
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|25–29|0.823|0.7|0.899
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|30–34|0.834|0.745|0.895
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|35–39|0.844|0.772|0.895
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|40–44|0.838|0.794|0.873
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|45–49|0.784|0.752|0.812
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|50–54|0.782|0.758|0.803
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|55–59|0.745|0.724|0.764
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|60–64|0.708|0.687|0.728
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|65–69|0.659|0.637|0.68
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|70–74|0.604|0.577|0.631
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|75–79|0.564|0.53|0.598
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|80–84|0.511|0.465|0.556
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|85+|0.505|0.44|0.572
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|4|All ages combined|0.682|0.673|0.691
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|15–19|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|20–24|0.736|0.561|0.85
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|25–29|0.785|0.656|0.871
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|30–34|0.825|0.735|0.888
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|35–39|0.811|0.735|0.867
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|40–44|0.815|0.77|0.853
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|45–49|0.773|0.74|0.801
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|50–54|0.768|0.744|0.79
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|55–59|0.716|0.695|0.737
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|60–64|0.681|0.659|0.701
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|65–69|0.636|0.613|0.658
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|70–74|0.566|0.538|0.594
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|75–79|0.532|0.496|0.568
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|80–84|0.477|0.429|0.526
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|85+|0.49|0.417|0.567
Relative|Head and neck cancer (excluding lip)|2015–2019|Males|5|All ages combined|0.657|0.648|0.666
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|00–04|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|05–09|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|10–14|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|15–19|1|0.909|1
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|20–24|0.927|0.791|0.976
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|25–29|0.929|0.822|0.973
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|30–34|0.951|0.875|0.981
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|35–39|0.954|0.893|0.981
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|40–44|0.944|0.895|0.97
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|45–49|0.942|0.909|0.964
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|50–54|0.927|0.899|0.947
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|55–59|0.899|0.872|0.921
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|60–64|0.9|0.874|0.921
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|65–69|0.874|0.847|0.898
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|70–74|0.832|0.8|0.86
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|75–79|0.808|0.769|0.841
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|80–84|0.694|0.646|0.737
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|85+|0.514|0.469|0.557
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|1|All ages combined|0.837|0.827|0.847
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|00–04|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|05–09|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|10–14|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|15–19|1|0.904|1
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|20–24|0.9|0.755|0.961
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|25–29|0.892|0.776|0.95
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|30–34|0.928|0.847|0.967
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|35–39|0.901|0.828|0.944
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|40–44|0.886|0.828|0.926
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|45–49|0.914|0.875|0.941
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|50–54|0.871|0.836|0.899
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|55–59|0.829|0.796|0.857
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|60–64|0.808|0.775|0.837
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|65–69|0.804|0.771|0.833
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|70–74|0.729|0.692|0.763
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|75–79|0.728|0.684|0.767
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|80–84|0.556|0.505|0.604
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|85+|0.392|0.349|0.434
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|2|All ages combined|0.756|0.744|0.767
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|00–04|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|05–09|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|10–14|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|15–19|1|0.898|1
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|20–24|0.9|0.755|0.961
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|25–29|0.892|0.776|0.95
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|30–34|0.928|0.847|0.967
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|35–39|0.866|0.787|0.917
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|40–44|0.871|0.811|0.913
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|45–49|0.859|0.814|0.894
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|50–54|0.838|0.801|0.869
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|55–59|0.786|0.75|0.817
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|60–64|0.761|0.726|0.793
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|65–69|0.756|0.721|0.788
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|70–74|0.675|0.636|0.712
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|75–79|0.637|0.59|0.68
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|80–84|0.472|0.422|0.521
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|85+|0.321|0.281|0.363
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|3|All ages combined|0.704|0.691|0.717
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|00–04|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|05–09|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|10–14|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|15–19|1|0.893|1
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|20–24|0.847|0.69|0.928
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|25–29|0.873|0.752|0.937
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|30–34|0.928|0.847|0.967
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|35–39|0.857|0.777|0.91
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|40–44|0.836|0.772|0.883
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|45–49|0.836|0.788|0.873
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|50–54|0.802|0.763|0.836
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|55–59|0.762|0.725|0.794
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|60–64|0.723|0.686|0.756
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|65–69|0.731|0.694|0.764
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|70–74|0.644|0.604|0.682
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|75–79|0.591|0.543|0.635
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|80–84|0.418|0.368|0.467
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|85+|0.252|0.215|0.292
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|4|All ages combined|0.668|0.655|0.681
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|00–04|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|05–09|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|10–14|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|15–19|||
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|20–24|0.847|0.69|0.928
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|25–29|0.873|0.752|0.937
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|30–34|0.915|0.831|0.959
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|35–39|0.849|0.768|0.903
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|40–44|0.836|0.772|0.883
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|45–49|0.818|0.769|0.858
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|50–54|0.772|0.731|0.808
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|55–59|0.754|0.716|0.787
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|60–64|0.709|0.672|0.743
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|65–69|0.688|0.649|0.724
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|70–74|0.596|0.554|0.635
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|75–79|0.543|0.495|0.589
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|80–84|0.357|0.309|0.405
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|85+|0.201|0.166|0.238
Observed|Head and neck cancer (excluding lip)|2015–2019|Females|5|All ages combined|0.637|0.623|0.65
Relative|Head and neck cancer (excluding lip)|2015–2019|Females|1|00–04|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Females|1|05–09|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Females|1|10–14|||
Relative|Head and neck cancer (excluding lip)|2015–2019|Females|1|15–19|1|0.909|1
